město;nazev;datum
Český Těšín;Smlouva č. 039 o poskytnutí návratné finanční výpomoci z Programu města Český Těšín pro poskytování návratné finanční výpomoci k podpoře kotlíkových dotací v Moravskoslezském kraji - 3. výzva (259/2021);2021-06-03 08:47
Český Těšín;Smlouva č. 028 o poskytnutí návratné finanční výpomoci z Programu města Český Těšín pro poskytování návratné finanční výpomoci k podpoře kotlíkových dotací v Moravskoslezském kraji - 3. výzva (258/2021);2021-06-03 08:43
Říčany;Oznámení o přerušení dodávky elektřiny 11.6.2024 od 8.00 do 20.00 hod-Říčany, Arbesova, Březinova...;2024-05-24
Říčany;DZ zastávka BUS, Ondřejov - odpověď;2024-05-23
Říčany;DZ Mnichovice, změna režimu parkování, stanovení;2024-05-23
Říčany;Nupaky, zákaz zastavení, stanovení;2024-05-23
Říčany;DZ Říčany, běh se žlutou stužkou - odpověď;2024-05-23
Říčany;99928-2024 Rozhodnutí - schválení stavebního záměru - RD Tregler, Říčany, Strašín;2024-05-23
Říčany;Informace o zveřejnění schváleného rozpočtu, rozpočtových opatření a závěrečného účtu;2024-05-22
Říčany;Obecně závazná vyhláška o regulaci hlučných činností a nočním klidu;2024-05-22
Říčany;147628-2024 Rozhodnutí - oprava zřejmých nesprávností -Výstavba chodníků ve Svojeticích, Choceradská;2024-05-22
Říčany;DZ doplnění III/00312 Kuří, most  - odpověď;2024-05-22
Říčany;DZ- ul. Orlická, Říčany - odpověď;2024-05-22
Říčany;Ladův kraj - Oznámení - Rozpočtové opatření č. 3-2024;2024-05-22
Říčany;OOP - Mukařov - hasiči;2024-05-21
Říčany;Žádost o stanovení PUP na akci: Vlkančice, IV - 12 - 6033534 - odpověď;2024-05-21
Říčany;DZ Říčany, Domažlická, Vegacom - odpověď;2024-05-20
Říčany;36726-2024 Doručení veřejnou vyhláškou - Oznámení o uložení písemnosti - paní Lucie Novotná;2024-05-20
Říčany;OOP - ASIG - Strančice - poklopy;2024-05-20
Říčany;Aukční vyhláška č. EAS-S-3-2024  - Klavírní křídlo ze zámku Štiřín v obci Kamenice, Praha-východ;2024-05-20
Říčany;Dotační program SOCIÁLNÍ SLUŽBY 2024;2024-05-20
Říčany;Výsledky dotačního řízení v programu Akce 2024;2024-05-20
Říčany;Výsledky dotačního řízení v programu Provoz 2024;2024-05-20
Říčany;Dražební vyhláška - č.j. 124 EX 1728-23-188 - povinný Radek Roubíček;2024-05-20
Říčany;DZ Pacov u Říčan, Na Ladech - odpověď;2024-05-20
Říčany;Středočeský kraj -Oznámení záměru bezúplatně převést pozemky v kú Říčany do vlastnictví města Říčany;2024-05-20
Říčany;Hl.m.Praha - Oznámení o konání veřej.projednání návrhů změny Z3897-00 a vyhodnocení vlivů na udržite;2024-05-19
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhu samostatné změny Z3575-00 ÚP SÚ HMP;2024-05-19
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhu změny Z 3599-40, Z 3600-40 ....;2024-05-19
Říčany;Záměr bezúplatného převodu nemovitostí;2024-05-17
Říčany;Záměr bezúplatného převodu nemovitostí;2024-05-17
Říčany;140435-2024 Výzva nařízení veřej.jednání o změně ochran.pásma vodního zdroje-žadatel Město Mnichovic;2024-05-17
Říčany;OZNÁMENÍ  O DOBĚ A MÍSTĚ KONÁNÍ  VOLEB DO EVROPSKÉHO PARLAMENTU 2024;2024-05-17
Říčany;Aukční vyhláška č. EAS-STČ-1-2024  - Zámek Štiřín v obci Kamenice, Praha-východ;2024-05-17
Říčany;Dražba dobrovolná - č.j. 014-2024-D -b.j. 347-9, k.ú. Říčany-Radošovice č.p. 347, Praha-východ;2024-05-17
Říčany;OOP - Tehov - pouť;2024-05-16
Říčany;výběrové řízení - Referent registru vozidel - hromadná podání;2024-05-16
Říčany;Ladův kraj hledá tajemníka-tajemnici;2024-05-16
Říčany;Usnesení - odročení - Dražební vyhláška č.j. 134 EX 134-23-102 ze dne 4. 4. 2024;2024-05-16
Říčany;DZ záruční opravy Kostelec - Stříbrná Skalice - odpověď;2024-05-15
Říčany;DZ Sulice, UK + II/603 - odpověď;2024-05-15
Říčany;Výběrové řízení - Asistentka odd investic - zkrácený úvazek;2024-05-15
Říčany;volby do EP - Vyrozumění členů OVK, jejichž účast na školení je povinná,  o termínu školení;2024-05-15
Říčany;KUSK-Posuzování vlivů na ŽP-zahájení zjišťovacího řízení ke koncepci Region.surovinová politika Stře;2024-05-14
Říčany;Výběrové řízení - Začínající energetik města Říčany;2024-05-14
Říčany;DZ Světice PASPORT MK - odpověď;2024-05-13
Říčany;1.SčV - Oznámení provozní události na ČOV Říčany - odstavení jedné nádrže z důvodu čištění;2024-05-13
Říčany;131449-2024 Rozhodnutí - schválení staveb. záměru - Velké Popovice - doplnění vodovodu a kanalizace;2024-05-10
Říčany;133345-2024 Doručení veřejnou vyhláškou - Oznámení o uložení písemnosti - PER s r.o. v likvidaci;2024-05-10
Říčany;Oznámení o přerušení dodávky elektřiny 28.5.2024 od 8.00 do 20.00h - Říčany, Arbesova, Březinova,...;2024-05-10
Říčany;132294-2024 Návrh OOP dočasné omezení užívání pitné vody z vodovodu -kú Kostelec, Jevany, Vyžlovka..;2024-05-09
Říčany;Dražební vyhláška - č.j. 183 EX 1368-21-283 - povinný K.V.P. Gastro, a.s.;2024-05-07
Říčany;126619-2024 Oznámení o zahájení řízení - Vodovod  Senohraby - Technická opatření na vodovodní síti;2024-05-06
Říčany;126309-2024 Oznámení zahájení spol.řízení-revitalizace a modernizace veřej.prostoru Kostelec n. Č.l.;2024-05-06
Říčany;126315-2024 Oznámení zahájení řízení, změna stavby před dokonč.-rekonstrukce ul. V Parku, V.Popovice;2024-05-06
Říčany;127233-2024 Oznámení zahájení řízení o prodl.platnosti -Výměna vedení VVN, kú Svojšovice a Všechromy;2024-05-06
Říčany;1232622024 Oznámení zahájení spol. řízení - Obec Oleška-zásobování vodou-Vodojem a vodovod. přivaděč;2024-05-06
Říčany;Výběrové řízení - Referent stavebního úřadu - povolování staveb;2024-05-06
Říčany;SVS - Nařízení - mimořádná veterinární opatření k zamezení šíření moru včelího plodu ve Středočeském;2024-05-03
Říčany;Oznámení o přerušení dodávky elektřiny 21.5.2024 od 8.00 do 11.00 hod - Pacov, Nad Bahnivkou, ....;2024-05-03
Říčany;Oznámení o přerušení dodávky elektřiny 21.5.2024 od 12.00 do 15.00 hod - Strašín, ul. Heřmánková,...;2024-05-03
Říčany;Výběrové řízení - Technický správce pro město Říčany;2024-05-02
Říčany;Výběrové řízení - Provozní technik - údržbář;2024-05-02
Říčany;FÚ pro Středočeský kraj - VV - hromadné předpisné seznamy - Daň z nemovitých věcí na rok 2024;2024-04-30
Říčany;FÚ pro Středočeský kraj - VV - hromadné předpisné seznamy - Daň z nemovitých věcí na rok 2024;2024-04-30
Říčany;Návrh závěrečného účtu 2023;2024-04-29
Říčany;Informace o zveřejnění rozpočtu, střednědobého výhledu a závěrečného účtu;2024-04-29
Říčany;Hl.m. Praha - Oznámení o konání opakovaného veřejného projednání návrhu změny Z 3006-09;2024-04-28
Říčany;Hl.m. Praha - Oznámení o konání opakovaného veřejného projednání návrhu změny Z 3230-15;2024-04-28
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhů změn vlny 30 a vyhodnocení vlivů;2024-04-28
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhu změny Z 3768-00 a vyhodnocení vlivů;2024-04-28
Říčany;Hl.m. Praha - Oznámení o konání opakovaného veřejného projednání návrhu změny Z 3087-10 ÚP SÚ Hl.m.;2024-04-28
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhu změny Z 3896-00 ÚP SÚ Hl.m. Prahy;2024-04-28
Říčany;119268-2024 Oznámení o zahájení řízení - stavba vrtané studny - k.ú. Lensedly, parc.č. 758-6;2024-04-25
Říčany;115904-2024 Oznámení o zahájení řízení - stavba vrtané studny - k.ú. Kaliště, parc.č. 535-8;2024-04-22
Říčany;Ladův kraj - Oznámení - Rozpočtové opatření č. 2-2024;2024-04-22
Říčany;Havarijní stav plynárenského zařízení - Říčany-Fibichova, STL plynovod DN 50;2024-04-17
Říčany;Volby do EP konané ve dnech 7. a 8. června 2024 - Informace o počtu a sídle volebních okrsků;2024-04-16
Říčany;Hl.m. Praha - Oznámení o konání veřejného projednání návrhů změn vlny Z 3563-34;2024-04-14
Říčany;Hl.m.Praha -Oznámení o konání veřej.projednání návrhu změny Z3860-00 ÚP SÚ hl.m. Prahy a vyhodnocení;2024-04-14
Říčany;Hl.m.Praha -Oznámení o konání veřej.projednání návrhu změny Z3833-00 ÚP SÚ hl.m. Prahy a vyhodnocení;2024-04-14
Říčany;volby do EP - SDĚLENÍ PRO VOLIČE,  KTERÝ ZMĚNIL TRVALÝ POBYT PO 28. DUBNU 2024;2024-04-08
Říčany;volby do EP - Stanovení minimálního počtu členů okrskové volební komise;2024-04-04
Říčany;Ladův kraj - Oznámení - rozpočtové opatření 1-2024;2024-03-12
Říčany;Krajská hygienická stanice - Pozvánka ke zkouškám znalosti hub v roce 2024;2024-03-08
Říčany;Český statistický úřad - Životní podmínky 2024 - výběrové šetření v domácnostech;2024-01-15
Říčany;Ladův kraj - Oznámení - Rozpočtové opatření č. 6-2023;2023-12-27
Říčany;Ladův kraj - Oznámení - Schválený rozpočet na rok 2024;2023-12-20
Říčany;MPSV VAROVÁNÍ podvodná sdělení týkajících se informací od státu - problematika dávek a státní pomoci;2023-11-10
Říčany;Schválený rozpočtový výhled 2022-2024;2021-01-17
Říčany;Ladův kraj - Oznámení - Střednědobý výhled rozpočtu do roku 2026;2021-12-29
Říčany;kontakty na pověřence pro ochranu osobních údajů města Říčany;2022-01-05
Říčany;Informace na úřední desku o schváleném rozpočtu a výhledu;2022-09-21
Říčany;Schválený střednědobý výhled rozpočtu města na léta 2023-2026;2022-09-21
Říčany;Schválený závěrečný účet města za rok 2022;2023-06-02
Říčany;Oznámení o zveřejnění závěrečného účtu 2022;2023-06-02
Říčany;Ladův kraj - Oznámení o schválení závěrečného účtu za rok 2022;2023-07-03
Říčany;KÚSK - Veřejná vyhláška č.j. RO-9-2022-209 ze dne 09.08.2023 - Výzva k přihlášení osob;2023-08-09
Šlapanice;Veřejnoprávní smlouva o poskytnutí návratné finanční výpomoci - projekt Nový domov;2021-06-04
Šlapanice;Veřejnoprávní smlouva o poskytnutí návratné finanční výpomoci spolku Tady to mám rád, z.s.;2021-07-22
Šlapanice;Veřejnoprávní smlouva Sanus - úřední deska;2021-08-09
Šlapanice;Veřejnoprávní smlouva Ruka pro život - úřední deska;2021-08-09
Šlapanice;Dodatek č. 1 k VPS o poskytnutí návratné finanční výpomoci;2021-12-23
Šlapanice;Dodatek č. 1 v VPS o poskytnutí návratné finanční výpomoci DSO x TTMR;2022-01-06
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč - Junák;2022-04-05
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč - Orel;2022-04-05
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč - SK Šlapanice;2022-04-05
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč - TJ Sokol;2022-04-05
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč Centrum pro rodinu Vážka Šlap.;2022-04-05
Šlapanice;Veřejnoprávní smlouva o poskytnutí dotace na 50.000,00 Kč Sportovní klub SEVER, z.s.;2022-04-05
Šlapanice;Schválený střednědobý výhled 2023 - 2025;2022-06-29
Šlapanice;Veřejnoprávní smlouva Ruka pro život ke zveřejnění;2022-08-23
Šlapanice;Veřejnoprávní smlouva Práh jižní Morava ke zveřejnění;2022-08-23
Šlapanice;Veřejnoprávní smlouva Sanus ke zveřejnění;2022-10-12
Šlapanice;Oznámení o konání revize údajů katastru nemovitostí;2023-02-10
Šlapanice;Informace o zveřejnění schváleného závěrečného účtu DSO Šlapanicko za rok 2022 - prosím o vyvěšení t;2023-06-22
Šlapanice;Závěrečný účet r. 2022;2023-06-27
Šlapanice;Valná hromada Svazku Šlapanicko - informace podle zákona 250/2000 Sb.;2023-07-12
Šlapanice;Veřejnoprávní smlouva - poskytnutí dotace na r. 2023 - Ruka pro život;2023-08-08
Šlapanice;Veřejnoprávní smlouva - poskytnutí dotace na r. 2023 - Práh JM;2023-08-08
Šlapanice;Veřejnoprávní smlouva - poskytnutí dotace na r. 2023 - Sanus;2023-08-08
Šlapanice;Pravidla o poskytnuti financni dotace - individualni zadosti 2024;2023-11-16
Šlapanice;Oznámení o zveřejnění dokumentů DSO KTS EKOLOGIE;2023-12-01
Šlapanice;Oznámení o zveřejnění schváleného rozpočtu a střednědobého výhledu rozpočtu DSO Šlapanicko + prosba;2023-12-12
Šlapanice;Dodatek č. 2 mezi DSO a spolkem Tady to mám rád;2023-12-14
Šlapanice;Schválený rozpočet na rok 2024;2023-12-20
Šlapanice;Střednědobý výhled rozpočtu na roky 2025-2026;2023-12-20
Šlapanice;Rozpočtové opatření č. 01/2024;2024-02-06
Šlapanice;Rozpočtové opatření č. 02/2024;2024-02-16
Šlapanice;Rozpočtové opatření č. 03/2024;2024-03-06
Šlapanice;Stanovení minimálního počtu členů okrskových volebních komisí pro volby do EP v r. 2024;2024-03-19
Šlapanice;Rozpočtové opatření č. 05/2024;2024-03-19
Šlapanice;Informace pro politické strany o počtu a sídle volebních okrsků pro volby do Evropského parlamentu;2024-03-25
Šlapanice;Jmenování zapisovatelů okrskových volebních komisí pro volby do Evropského parlamentu;2024-03-27
Šlapanice;Rozpočtové opatření č. 06/2024;2024-03-27
Šlapanice;Rozpočtové opatření č. 07/2024;2024-04-04
Šlapanice;Rozpočtové opatření č. 08/2024;2024-04-04
Šlapanice;Oznámení o době a místu konání voleb do Evropského parlamentu 7. a 8.6.2024;2024-04-09
Šlapanice;Dražební vyhláška - Jitka Hochbergerová;2024-04-22
Šlapanice;Usnesení o odročení dražebního jednání;2024-04-25
Šlapanice;Veřejná vyhláška, žádost o doručení veřejnou vyhláškou;2024-04-30
Šlapanice;Svazek Šlapanicko - výpočet ceny podle cenových předpisů pro vodné a stočné za r. 2023;2024-04-30
Šlapanice;Výzva k odstranění vozidla - Ford, RZ: 3B02786, pozemek p.č. 1680/1, k.ú. šlapanice u Brna;2024-04-30
Šlapanice;Rozpočtové opatření č. 09/2024;2024-05-02
Šlapanice;Oznámení o nálezu věci-svazek klíčů,nalezen dne 01.05.2024 zastávka autobusu,ul.Střední,Bedřichovice;2024-05-02
Šlapanice;Svazek obcí pro vodovody a kanalizace Šlapanicko-Informace o zveřejnění,rozpočet,střednědobý výhled;2024-05-02
Šlapanice;Výzva k odstranění vozidla;2024-05-03
Šlapanice;Rozpočtové opatření č. 10/2024;2024-05-06
Šlapanice;Záměr č.4/2024 na pronájem části pozemku p. č. 224/5, k.ú. Šlapanice u Brna;2024-05-06
Šlapanice;Adresný záměr č. 5/2024 na pronájem nebytových prostor v domě s pečovatelskou službou;2024-05-06
Šlapanice;Záměr č. 6/2024 na pronájem pozemků, k. ú. Šlapanice u Brna;2024-05-06
Šlapanice;Dražební vyhláška;2024-05-09
Šlapanice;Veřejná vyhláška - zahájení územního řízení, T-Mobile, Šlapanice, optická síť;2024-05-09
Šlapanice;Veřejná vyhláška - návrh zadání územního plánu, Sivice;2024-05-10
Šlapanice;Dražební vyhláška - Jiří Hutta;2024-05-13
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu, Modřice - oprava sil. č. II/152;2024-05-13
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Šlapanice, oprava kanalizačních poklopů;2024-05-13
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu, Popůvky - úprava křižovatky;2024-05-13
Šlapanice;Výběrové řízení - vedoucí odboru finančního;2024-05-13
Šlapanice;Výzva k odstranění vozidla - Fiat, šedá/metalitická, RZ:  9B53808;2024-05-14
Šlapanice;Veřejná vyhláška - prodloužení vodovodu vč. přípojek, Ostopovice, Bendíkovi;2024-05-14
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Šlapanice, Švehlova - kanalizační přípojky;2024-05-14
Šlapanice;Veřejná vyhláška - Stanovení místní úpravy provozu, Ochoz u Brna, pasport dopravního značení;2024-05-14
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Modřice, Evropská, CTPark-sjezd a parkoviště;2024-05-14
Šlapanice;Veřejná vyhláška - územní rozhodnutí o umístění stavby, Moravany, optická síť, část Žitná;2024-05-14
Šlapanice;Výběrové řízení - referent energií;2024-05-15
Šlapanice;Veřejná vyhláška - Návrh stanovení místní úpravy provozu, Rebešovice - rekonstrukce návsi;2024-05-15
Šlapanice;Veřejná vyhláška - Návrh stanovení místní úpravy provozu, Střelice - pasport dopravního značení;2024-05-15
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu, Modřice - ul. Husova;2024-05-15
Šlapanice;Územní řízení-rozhodnutí o prodloužení platnosti;2024-05-15
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Sokolnice, U Cihelny, rekonstrukce ulice;2024-05-15
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Modřice - 30. výročí získání statutu města;2024-05-15
Šlapanice;Veřejná vyhláška - Návrh stanovení místní úpravy provozu, Sivice - ul. Branka;2024-05-15
Šlapanice;Výběrové řízení - referent odboru správních činností;2024-05-15
Šlapanice;Veřejná vyhláška - Územní rozhodnutí o umístění stavby, CETIN, Kobylnice;2024-05-16
Šlapanice;Veřejná vyhláška - zjednodušené územní řízení, rozdělení pozemků, Sokolnice;2024-05-16
Šlapanice;Výzva k odstranění vozidla - SAAB, černá, RZ: 8A67453;2024-05-16
Šlapanice;Návrh závěrečného účtu za rok 2023;2024-05-17
Šlapanice;Výběrové řízení - referent odboru výstavby;2024-05-20
Šlapanice;Výběrové řízení - zkušební komisař;2024-05-20
Šlapanice;Zveřejnění návrhu opatření obecné povahy - uplatňování Zásad regulace pajasanu žláznatého;2024-05-20
Šlapanice;Veřejná vyhláška - Skončení dokazování pro stavbu, VIVO CONNECTION, OPS Kobylnice;2024-05-20
Šlapanice;Rozpočtové opatření č. 11/2024;2024-05-20
Šlapanice;Veřejná vyhláška - Územní rozhodnutí o umístění stavby, T-mobile, optická síť, Šlapanice;2024-05-20
Šlapanice;Pozvánka na schůzi zakladatelů Mohyla míru - Austerlitz, o.p.s, 4. června, 14 hodin, Šlapanice;2024-05-20
Šlapanice;Výzva k odstranění vozidla - Ford, šedá, RZ: 5T50756;2024-05-20
Šlapanice;Výběrové řízení - investiční referent;2024-05-21
Šlapanice;Výběrové řízení - právník odboru výstavby;2024-05-21
Šlapanice;Výzva k odstranění vozidla - Ford Focus, červená, RZ: 1BA9013;2024-05-21
Šlapanice;Veřejná vyhláška - Stanovení přechodné úpravy provozu - Ochoz u Brna, ul. Stará cesta - kanalizace;2024-05-21
Šlapanice;Veřejná vyhláška - Stanovení místní úpravy provozu, Sokolnice, ul. Nová;2024-05-21
Šlapanice;Pozvánka na 9. zasedání Zastupitelstva města Šlapanice dne 05.06.2024;2024-05-22
Šlapanice;Dražební vyhláška;2024-05-22
Šlapanice;Záměr č. 7/2024 na prodej pozemku;2024-05-22
Šlapanice;Veřejná vyhláška - zahájení řízení, rekonstrukce ul. V. Haňky, dešť.kanalizace a přeložka vodovodu;2024-05-22
Šumperk;Upozornění pro občany s trvalým pobytem v sídle ohlašovny města Šumperka;2011-06-30
Šumperk;Informace o provozu podatelen;2012-08-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-08
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-08
Šumperk;Veřejnoprávní smlouva;2016-04-08
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace 72016;2016-04-08
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-03-31
Šumperk;veřejnoprávní smlouva - Společnost;2016-03-23
Šumperk;Veřejnoprávní smlouva o dotaci - Unie nestátních neziskvých organizací;2016-03-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-03-23
Šumperk;příspěvek na provoz sportovního zařízení - zimní stadion v Šumperku;2016-03-22
Šumperk;dotace na provoz plaveckého areálu;2016-03-22
Šumperk;dotace na činnost;2016-03-21
Šumperk;Divadlo Šumperk s.r.o. na opravu výtahů;2016-03-21
Šumperk;veřejnoprávní smlouva Divadlo Šumperk, s.r.o.;2016-03-21
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-03-17
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-03-17
Šumperk;veřejnoprávní smlouva o poskytnutí dotace;2016-03-17
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-19
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-04-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-05-10
Šumperk;VFP PMŠ a.s.;2016-05-27
Šumperk;Veřejnoprávní smlouva;2016-05-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2016-07-18
Šumperk;MPZ římskokatolická;2016-10-25
Šumperk;Dodatek č. 1 k veřejnoprávní smlouvě o poskytnutí dotace;2016-11-15
Šumperk;Dodatek č. 1;2016-12-01
Šumperk;Dodatek č. 1;2016-12-20
Šumperk;VFP Divadlo v USU_(2339767);2017-01-12
Šumperk;VFP investice Divadlo;2017-01-13
Šumperk;VFP opravy Divadlo;2017-01-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2017;2017-02-06
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2017;2017-02-06
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2017;2017-02-06
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-02-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-02-21
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-02-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-02-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2017;2017-03-09
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2017;2017-03-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2017;2017-03-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace - Schola Viva;2017-03-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace - Ječmínek;2017-03-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-07
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-07
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-12
Šumperk;Veřejnoprávní slouva o poskytnutí dotace;2017-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-04-20
Šumperk;Veřejnoprávní smlouva - Společnost česko-německého;2017-04-20
Šumperk;Veřejnoprávní smlouva Unie nestátních neziskových;2017-04-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace Artibi;2017-05-17
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-05-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-05-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-05-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-06-26
Šumperk;Divadlo Šumperk s. r. o. dodatek č. 1;2017-06-30
Šumperk;veřejnoprávní smlouva PMŠ a. s. herna stolního tenisu;2017-07-17
Šumperk;veřejnoprávní smlouva regenerace MPR a MPZ Pekařství pod poštou s. r. o.;2017-07-17
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-07-18
Šumperk;veřejnoprávní smlouva regenerace MPR a MPZ J. A. K.;2017-07-20
Šumperk;veřejnoprávní smlouva regenerace MPR a MPZ Římskokatolická farnost;2017-08-03
Šumperk;VFP PMŠ a. s. ubytovna Sport zateplení, okna;2017-08-21
Šumperk;veřejnoprávní smlouva o poskytnutí dotace 2017 TV Metuje;2017-08-31
Šumperk;veřejnoprávní smlouva o poskytnutí dotace;2017-08-31
Šumperk;VFP PMŠ a. s. ubytovna Sport;2017-09-19
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-10-04
Šumperk;Veřejnoprávní smlouva divadlo Šumperk, s. r. o.;2017-11-15
Šumperk;Rozpočtová odpovědnost Sdružení obcí střední Moravy;2017-11-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2017-12-01
Šumperk;Dodatek č. 1;2017-12-22
Šumperk;Dodatek č. 1;2017-12-22
Šumperk;Divadlo Šumperk, s. r. o. veřejnoprávní smlouva na provozní dotaci;2018-01-22
Šumperk;Divadlo Šumperk, s. r. o. veřejnoprávní smlouva investiční;2018-01-22
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2018;2018-01-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-01-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-01-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-01-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-01-31
